Date,Open,High,Low,Close,Volume,Adj Close
2004-09-09 00:30:00,103.904998297,102.296242035,98.5496010199,103.346747444,5688414.0296,51.7812095419
2004-09-09 00:31:00,101.591374261,101.797768237,101.482120668,104.55946752,4433063.65674,51.6436673949
2004-09-09 00:32:00,103.29086654,102.201962384,101.668127038,102.164233512,6550973.83288,51.1696991709
2004-09-09 00:33:00,103.098814674,102.607705436,103.078168917,105.231947273,4978712.03823,50.9387559337
2004-09-09 00:34:00,102.784384786,99.7157394108,102.251090036,101.343129267,4729670.11603,49.8252672244
2004-09-09 00:35:00,99.369348501,101.899531601,104.104234495,99.8115688374,5271990.56178,52.4943270357
2004-09-09 00:36:00,106.294562203,101.424688201,102.438524063,103.902176153,6990193.98562,51.0352626672
2004-09-09 00:37:00,104.326105286,102.547909001,98.1861033953,103.376037342,2778007.26711,51.7698994803
2004-09-09 00:38:00,103.338970076,99.8434410064,101.550848421,100.994082808,0.01,50.2012625614
2004-09-09 00:39:00,106.641352522,102.872562256,101.929514531,101.872374938,4660742.86006,51.7123446901
2004-09-09 00:40:00,99.7316983961,103.210966173,97.5119736573,102.729638437,4805767.30768,50.7961566046
2004-09-09 00:41:00,103.70549241,101.166264412,100.122998913,102.434729005,1949191.97992,51.2483645768
2004-09-09 00:42:00,103.345689049,102.539101426,102.282901345,103.981650271,3014898.84328,52.1111575862
2004-09-09 00:43:00,102.855119574,105.788528478,103.26529193,105.337759365,3297941.75378,49.4908119546
2004-09-09 00:44:00,103.797648513,102.008433815,101.851369042,104.881632484,6933858.21174,51.6541331803
2004-09-09 00:45:00,102.068381379,103.114091949,102.2924919,101.25567156,3324966.51277,50.0725529847
2004-09-09 00:46:00,103.815582966,104.282329758,102.701236094,102.52669904,2819168.7956,52.6934291484
2004-09-09 00:47:00,103.359993945,101.850978859,105.381536632,103.126746425,4885148.25687,48.4245206975
2004-09-09 00:48:00,103.820998173,102.327489672,104.011407714,103.442533018,5314612.65313,50.7053280473
2004-09-09 00:49:00,100.996899005,102.264039412,100.922095709,105.397053343,5642086.52884,49.4295840323
2004-09-09 00:50:00,104.55151144,101.487661266,102.108037767,102.885244314,3995442.92328,52.1889001688
2004-09-09 00:51:00,102.677993525,103.7152548,99.8858333607,102.187734593,1582237.88875,51.9155787104
2004-09-09 00:52:00,103.2732492,100.62745978,101.339955761,101.260198257,3476046.82687,51.4429130949
2004-09-09 00:53:00,103.47615908,100.029530402,101.794105813,103.825390151,5443191.33308,50.7689323772
2004-09-09 00:54:00,102.681278582,99.4706428694,96.8368771549,103.411878014,4969007.4895,51.1172567841
2004-09-09 00:55:00,105.056751611,104.168292048,99.419967695,105.139979171,1482220.11043,50.6383905469
2004-09-09 00:56:00,106.752868166,103.15196458,101.650008927,100.260922987,4206945.51846,49.2094859528
2004-09-09 00:57:00,101.248002003,103.886545637,101.397988034,102.110632252,1174757.99524,49.8352233192
2004-09-09 00:58:00,103.564629495,103.361096067,102.087170678,100.258556635,5361529.3165,51.0768178909
2004-09-09 00:59:00,101.777067407,104.658556807,103.643594273,99.2199102442,4031305.99,51.4796297062
2004-09-09 01:00:00,104.247329048,102.374764321,99.357725336,103.459485417,3843315.59107,50.7898904415
2004-09-09 01:01:00,100.461058643,102.779447124,101.972297269,104.573520605,3383388.30032,50.5072927736
2004-09-09 01:02:00,102.870649766,103.20573442,97.3913733912,105.606334067,5497186.01876,51.8035621159
2004-09-09 01:03:00,102.713131915,104.817955429,100.212438016,102.168573482,6276174.09359,50.161342355
2004-09-09 01:04:00,102.91424418,100.680688025,96.3986462512,103.749171254,7054636.63247,52.2044011619
2004-09-09 01:05:00,106.496754824,104.137515309,102.623295001,100.760240269,5172830.70266,51.1958578107
2004-09-09 01:06:00,105.006540335,105.900022029,101.352217089,102.489506894,3386148.96334,51.6246817552
2004-09-09 01:07:00,101.711824376,108.18046791,103.536438997,105.948599178,5928614.01294,51.0648287816
2004-09-09 01:08:00,103.182242432,102.915258048,99.1194011823,102.341605787,5716753.39442,52.8963216371
2004-09-09 01:09:00,100.172560638,103.821761319,103.797011604,102.71367155,3156579.26223,52.3642109428
2004-09-09 01:10:00,98.8481475127,100.840978856,99.7080280027,103.950648663,2575201.09999,53.6216487401
2004-09-09 01:11:00,101.801678533,103.483715094,100.402398279,102.197502143,5375219.29651,51.2767391818
2004-09-09 01:12:00,103.437757782,103.619433532,98.6160368442,100.066002994,5911699.76892,50.3816774783
2004-09-09 01:13:00,101.848110311,101.611042416,101.686711425,101.789416823,4282404.48224,50.8808465624
2004-09-09 01:14:00,104.195144323,105.133813035,95.7017630501,104.477508654,4411814.13094,51.0650304894
2004-09-09 01:15:00,99.9292016977,105.131076568,99.5868546951,104.809540827,5281429.72061,51.1037288992
2004-09-09 01:16:00,105.909586643,101.910923705,99.6537644266,103.02019492,1696715.90937,53.101158743
2004-09-09 01:17:00,99.9315866996,101.906086361,102.208388878,101.877201778,6796229.10389,50.9199462006
2004-09-09 01:18:00,104.668066085,98.5690857253,103.127743509,102.661511219,2804660.8177,49.5181928355
2004-09-09 01:19:00,104.538284661,103.682627181,98.4255648986,101.308156822,6014312.76911,50.461924178
2004-09-09 01:20:00,101.859021634,102.927205825,101.656605328,103.758783192,7620656.36015,52.3287315477
2004-09-09 01:21:00,101.871336816,104.369387856,98.9644576626,103.97431337,6106344.5778,49.5531907744
2004-09-09 01:22:00,103.789486998,102.573578425,99.4484830165,103.065769861,4388776.17882,52.0594741791
2004-09-09 01:23:00,102.228816047,106.450423078,101.169033365,101.179476367,6008419.81711,52.0300923138
2004-09-09 01:24:00,100.042054768,101.540071974,100.481883901,101.274221277,2730319.07339,51.1604250816
2004-09-09 01:25:00,104.655633848,103.357064975,102.880910761,102.787272619,6273864.48458,50.9247454965
2004-09-09 01:26:00,104.7487468,105.673699463,98.7377702512,104.365567805,2499433.39442,50.1516681253
2004-09-09 01:27:00,103.65168132,103.453976876,99.2836723311,103.975950151,3586204.65756,51.1201176362
2004-09-09 01:28:00,105.595132851,99.6018306956,102.785585602,105.763080762,2716305.77035,49.1248075853
2004-09-09 01:29:00,104.823294035,102.286065189,101.073263921,104.941888385,5782728.06905,51.2052081743
2004-09-09 01:30:00,103.121131212,102.375708771,101.987387189,102.190560384,4685752.21729,51.2526868983
2004-09-09 01:31:00,103.797988862,104.476554513,100.779686205,104.06603248,3559942.15093,50.9372871457
2004-09-09 01:32:00,103.428260716,102.496760985,101.247873362,104.514282164,6119531.04397,50.5115232902
2004-09-09 01:33:00,106.406141808,103.114953148,102.191318772,103.82501959,3389849.61495,49.9923333404
2004-09-09 01:34:00,105.642161362,103.251536179,102.973728024,101.44537124,4777134.57432,51.0800623318
2004-09-09 01:35:00,104.238947389,97.9309088093,105.027893899,103.834568358,3055548.63111,50.6028255842
2004-09-09 01:36:00,102.943226382,101.531917784,100.476401152,103.030447291,3593135.86775,50.8367481123
2004-09-09 01:37:00,99.2955477339,103.087811397,99.2456114427,102.84409767,3178766.5768,52.0239913095
2004-09-09 01:38:00,101.501385505,103.646100511,101.598453531,99.8826781403,5826705.27392,51.2747065884
2004-09-09 01:39:00,102.030725027,103.131586115,102.800393797,102.091890866,4066448.37337,50.6035588965
2004-09-09 01:40:00,103.600464921,102.814637679,99.1527964084,102.299238974,3331031.95098,51.3429005942
2004-09-09 01:41:00,104.845077368,100.986134497,101.478269755,102.609083221,3837882.4846,51.5092551997
2004-09-09 01:42:00,105.027806109,103.398572004,100.082929657,101.476202248,4632218.84091,51.258409672
2004-09-09 01:43:00,104.439568331,99.0314103413,98.730915255,103.925515253,5166022.35365,50.6456122918
2004-09-09 01:44:00,102.296696752,103.522361117,99.5872531928,102.13583227,3796829.58215,49.055925454
2004-09-09 01:45:00,102.751527881,105.956619359,103.558556628,103.993317254,3615348.32467,51.7047004776
2004-09-09 01:46:00,102.625417134,104.16023075,103.074616953,101.13126841,3497440.80735,51.4465337654
2004-09-09 01:47:00,99.4539361622,101.888676165,102.711219776,99.4822234807,5397042.1859,51.2163911629
2004-09-09 01:48:00,100.922891841,103.890700222,99.123470715,106.227744282,7367211.35034,50.9407879599
2004-09-09 01:49:00,103.157390601,102.848353599,102.075829806,101.554818165,4380554.34875,50.2674182661
2004-09-09 01:50:00,105.090267249,101.551578568,103.367797227,101.125875581,0.01,50.9599563036
2004-09-09 01:51:00,101.623837815,102.972739577,101.238380175,103.320982993,4565926.20394,51.5765290231
2004-09-09 01:52:00,102.784625069,98.5374704251,97.8960525298,103.44612949,3557274.4936,50.1720168421
2004-09-09 01:53:00,101.872587478,100.603273495,99.6310834236,103.753673155,3122220.24218,52.7285963531
2004-09-09 01:54:00,103.976902701,102.536135519,99.9823434557,102.807539164,6731343.17992,50.5270767165
2004-09-09 01:55:00,100.566044803,104.482458024,103.192052801,100.033488212,3775420.88337,50.7917699938
2004-09-09 01:56:00,102.002185887,101.856226748,100.209157626,103.799967882,2743567.83626,49.3836315334
2004-09-09 01:57:00,100.595015309,101.590050494,99.7564377305,103.970778281,4017949.10654,51.4752161533
2004-09-09 01:58:00,100.467378271,102.175490589,101.11936485,101.136197164,1532062.94887,51.3224974924
2004-09-09 01:59:00,102.533673589,102.229681788,99.2200868374,103.799012265,3575769.82431,52.1545337796
2004-09-09 02:00:00,103.747986428,103.169967483,99.9814985696,101.817499234,4846028.19088,51.9541172849
2004-09-09 02:01:00,101.018083133,102.156306618,100.049447832,103.141353508,8950473.13326,50.9378904608
2004-09-09 02:02:00,100.943948256,103.422820755,105.219324505,103.941867497,5822539.11855,50.8912970786
2004-09-09 02:03:00,100.11669991,99.8173583833,99.4679092872,102.26322828,3603996.01869,50.8742706145
2004-09-09 02:04:00,103.112418948,105.457926293,102.617843068,103.64013827,1577462.66536,50.4732172593
2004-09-09 02:05:00,102.01502358,103.625285462,99.6701014806,103.899456506,1318281.78068,52.4900328498
2004-09-09 02:06:00,99.7821960015,103.594754477,103.613485928,102.238351003,2291341.50149,51.6463046038
2004-09-09 02:07:00,102.468996433,103.087711929,98.9839227701,103.697571481,3560823.28934,50.865281729
2004-09-09 02:08:00,99.6814914785,103.78788772,100.426305154,99.3966339613,2436385.12182,52.6269661011
2004-09-09 02:09:00,101.272390403,103.16592044,100.278654253,103.282461415,6752441.77544,49.4631274894
2004-09-09 02:10:00,103.258948547,104.371965596,101.023793278,101.690829688,3180307.22793,50.4468529747
2004-09-09 02:11:00,100.779195844,102.937053237,99.3415127829,100.011846424,6534474.28122,49.8715098886
2004-09-09 02:12:00,104.94843461,101.053898739,100.325501905,102.9986507,4580188.31749,53.1891230011
2004-09-09 02:13:00,102.808830861,102.920366115,97.4844474358,103.243381892,3891167.83565,50.8740400145
2004-09-09 02:14:00,102.437874788,102.421918127,102.420520546,106.375017015,5831921.27102,51.6543306535
2004-09-09 02:15:00,100.422714053,104.567997264,102.722536457,103.634898293,3253726.56047,50.410466654
2004-09-09 02:16:00,101.016889199,104.631767322,101.968401816,100.12902253,5215206.53286,50.3644056749
2004-09-09 02:17:00,101.755224601,103.557931869,103.319583788,102.032763058,2097250.20015,49.7549855772
2004-09-09 02:18:00,101.837375468,105.341811724,102.60027995,104.031500552,4802360.12983,51.0197670392
2004-09-09 02:19:00,103.271364288,102.676060531,101.211839371,102.220061364,2686750.84389,51.1321336319
2004-09-09 02:20:00,103.68534432,102.049019391,102.540359333,102.310168765,3660570.9784,49.5966593944
2004-09-09 02:21:00,101.676356277,97.9750353008,99.9330664557,103.887300186,5582436.74824,51.5975436266
2004-09-09 02:22:00,102.69476606,104.526688064,101.684072194,99.009057781,3683318.70119,52.1448858533
2004-09-09 02:23:00,102.637240673,100.50767976,101.807979646,104.858400795,7181815.45247,50.919473491
2004-09-09 02:24:00,100.726353081,106.036027996,101.178090046,103.590232935,4670481.17161,51.7077089701
2004-09-09 02:25:00,104.206460554,102.191255112,98.9628813607,101.917715816,3547524.53721,52.9388941697
2004-09-09 02:26:00,103.304564805,104.329948857,101.785783233,103.040806109,7254691.28087,50.3653231955
2004-09-09 02:27:00,102.102116861,101.862322648,98.7787143397,102.281714247,2826649.63668,50.8375881732
2004-09-09 02:28:00,103.960616735,102.515443877,101.183448631,101.77370754,5141263.64142,51.1954374746
2004-09-09 02:29:00,105.118313684,105.57809761,103.92943658,102.175564757,4418550.67482,51.5236926246
2004-09-09 02:30:00,103.785970143,105.658449343,102.54511902,102.831673229,2940062.768,52.5321618957
2004-09-09 02:31:00,104.782124916,100.899111195,99.8521676367,100.982111703,5231185.65379,51.8504089143
2004-09-09 02:32:00,102.054573234,100.339106036,103.330653811,99.3756119216,2623927.62576,48.8583781284
2004-09-09 02:33:00,102.615188047,103.138378496,99.6940145631,98.9502219174,1971163.33408,52.3347311087
2004-09-09 02:34:00,100.447562526,100.475030631,100.64119003,99.9454983151,4174248.36499,52.6966678967
2004-09-09 02:35:00,102.404792787,102.840826788,97.1177719742,106.614946456,7200533.77963,50.7528094121
2004-09-09 02:36:00,101.000986884,104.462981258,101.338208902,100.136577894,1516477.29574,51.1399463417
2004-09-09 02:37:00,105.044216404,102.467747361,97.7955415162,102.790739331,4370267.62108,50.9367390313
2004-09-09 02:38:00,103.817052349,101.284914224,100.757739953,102.803849038,5517734.26676,52.5421392927
2004-09-09 02:39:00,102.179075334,100.283764252,102.023145896,101.856875043,2910000.31188,51.1692998433
2004-09-09 02:40:00,96.3447370223,102.432101959,102.983521291,102.096170682,2337897.21787,51.8283913744
2004-09-09 02:41:00,101.157364579,101.376677171,98.8057959262,102.189438293,4306341.00509,51.2683677933
2004-09-09 02:42:00,103.741168852,100.958719628,102.249409203,101.995579839,7065629.16057,50.6323223269
2004-09-09 02:43:00,99.5874813646,101.109771132,101.014333805,102.101474593,3951950.20003,50.8665746334
2004-09-09 02:44:00,103.514543665,104.374665249,99.9135611511,100.454409062,3246792.53278,50.5811195712
2004-09-09 02:45:00,102.564429828,106.218785599,100.051256822,104.330095701,4430200.58973,51.3364816993
2004-09-09 02:46:00,102.05400177,106.747766571,99.0056616177,101.553267361,3618036.86934,50.7718689144
2004-09-09 02:47:00,101.183760348,104.720717064,100.4107129,102.228474211,5589622.17747,53.4130016045
2004-09-09 02:48:00,98.9254060939,103.59904631,99.3467899299,104.563457674,5832437.42942,52.7783818113
2004-09-09 02:49:00,102.490456711,102.360758264,98.857092387,104.175979117,5686815.3931,52.5040841005
2004-09-09 02:50:00,101.553493405,98.5109239856,98.5621955232,102.08551561,3852154.81478,51.2682469996
2004-09-09 02:51:00,104.807639427,104.497472994,102.619497933,98.8594643967,8576742.66547,50.3922379579
2004-09-09 02:52:00,103.309484779,102.444292613,97.8503358718,100.7175049,8508906.46651,50.0223484887
2004-09-09 02:53:00,101.343110473,105.659295647,100.433596843,105.905618137,3634897.2413,50.3379643498
2004-09-09 02:54:00,97.919399067,104.888588057,101.732724105,102.712607893,6015723.47081,50.3412086914
2004-09-09 02:55:00,100.913881871,100.875812278,100.646066746,105.516860194,5757744.4035,49.9355696953
2004-09-09 02:56:00,104.217285214,102.488515755,98.7000664494,101.130128935,5447693.06277,51.253836874
2004-09-09 02:57:00,101.23626991,102.914199143,103.286632591,99.5081947447,3138386.51862,51.3197108766
2004-09-09 02:58:00,102.655577995,103.874996666,98.7849468505,102.711419793,5164522.78761,50.7991918377
2004-09-09 02:59:00,103.203156317,105.606724027,103.526507991,103.869055768,4309716.54166,51.1368020327
2004-09-09 03:00:00,101.614302838,101.609544778,101.863995812,106.672982458,6088847.30747,50.9583369506
2004-09-09 03:01:00,102.201943874,105.676434789,100.357467906,103.837877182,6169844.03011,51.7194521859
2004-09-09 03:02:00,101.664339434,106.819431986,103.401990221,100.267608232,4163820.70969,50.1499215208
2004-09-09 03:03:00,101.853708655,106.72205209,99.3764771199,104.210042069,4316503.72499,52.3743809652
2004-09-09 03:04:00,98.8590944434,103.316984748,102.26510482,99.829554288,6952432.95873,51.1924844842
2004-09-09 03:05:00,102.309341152,104.554798858,99.2492718364,102.551327768,2828689.15729,50.3614603053
2004-09-09 03:06:00,103.496135034,100.965440037,102.08714169,103.817887977,5802084.95317,49.7226801711
2004-09-09 03:07:00,105.610380109,105.504421441,102.283349347,103.570157893,5240809.54006,51.9091666819
2004-09-09 03:08:00,100.813399393,101.937704663,98.778797754,100.790401061,4787359.25711,49.9986841137
2004-09-09 03:09:00,103.923065122,103.251838995,102.543424829,103.504131911,6718907.55917,51.1463584442
2004-09-09 03:10:00,102.71218919,102.103743739,105.354174517,100.007479179,7030709.42435,50.5599529633
2004-09-09 03:11:00,102.299164199,103.707358347,103.360353343,104.409244032,8640820.75159,51.3049485092
2004-09-09 03:12:00,101.363729262,101.232438953,99.1162265898,102.695130832,3037230.03248,49.2128776533
2004-09-09 03:13:00,102.454386328,103.932366806,102.410287994,102.022084329,4666498.67325,51.3444565045
2004-09-09 03:14:00,102.479337545,102.209129867,105.217621891,103.135828849,3214200.26302,51.2238138227
2004-09-09 03:15:00,101.308626838,100.1038465,104.90559959,101.965354898,6814061.01792,52.2079267954
2004-09-09 03:16:00,104.702056227,108.063034761,102.075768161,103.978831558,5252536.02576,48.9852892698
2004-09-09 03:17:00,101.199248809,105.714763027,101.745397964,104.601220666,4958594.75931,51.4678575946
2004-09-09 03:18:00,99.4516281047,106.683935041,99.5242008703,99.3558193815,5026327.19147,52.2465000515
2004-09-09 03:19:00,102.234701562,103.116823689,99.9947706381,100.553240406,2542493.09219,50.4234384023
2004-09-09 03:20:00,102.112207308,105.406496011,99.709396395,104.090055882,4319362.43574,50.5822575624
2004-09-09 03:21:00,102.630189471,105.300226979,102.43546405,101.162427368,1140111.40189,50.6987804703
2004-09-09 03:22:00,106.050528959,100.197357136,102.168836695,102.624492008,3070607.06028,53.5446061542
2004-09-09 03:23:00,102.068027641,104.707391032,99.7595566747,101.88881809,4361482.88212,51.262182744
2004-09-09 03:24:00,102.531171293,99.9921995407,102.544344811,104.807919114,6106137.73166,50.7448277374
2004-09-09 03:25:00,101.93583896,102.879037459,98.6040828736,102.175744745,3696667.43661,53.7344751277
2004-09-09 03:26:00,99.1437608196,105.071121181,99.3456553169,103.986792547,5856571.8912,51.5625501926
2004-09-09 03:27:00,98.8755348709,102.217909734,96.5410788351,103.421165567,4449743.271,50.6598970871
2004-09-09 03:28:00,102.709366631,101.750812164,102.125335524,98.5863093004,2946349.83336,51.4493861151
2004-09-09 03:29:00,103.121077822,102.811664777,102.212072756,101.258519808,3625180.08949,49.2289137577
2004-09-09 03:30:00,101.922107588,103.825597556,102.645245812,101.577882222,5623192.84309,52.0497441529
2004-09-09 03:31:00,101.830451305,102.585755905,99.7076286239,99.2936437642,4978842.18564,50.2712327845
2004-09-09 03:32:00,102.639641302,105.293556308,98.3735995151,105.582947726,4364274.46383,50.9243249936
2004-09-09 03:33:00,101.950849652,104.936027473,98.5524939023,102.392349168,3448358.01429,49.3650986798
2004-09-09 03:34:00,99.5953256246,103.374340773,102.832208661,102.826013635,1072775.85166,50.6975401816
2004-09-09 03:35:00,101.34884654,101.528154737,100.252361836,107.056610473,3921593.90211,52.229591964
2004-09-09 03:36:00,103.434459051,101.846839419,101.631562557,102.86604908,6274138.51241,51.784517771
2004-09-09 03:37:00,104.333930346,105.345394693,101.573288256,101.46988114,4923138.22884,50.1584463038
2004-09-09 03:38:00,103.996555631,102.060587335,99.2787604679,102.633035608,6514309.99376,52.6713429334
2004-09-09 03:39:00,100.328268667,102.232095191,101.46960776,104.067591167,5712994.93884,52.1162982022
2004-09-09 03:40:00,101.597272596,106.734415752,99.6126464369,99.1535790155,3819888.88546,52.2233349826
2004-09-09 03:41:00,104.428317951,105.660705097,101.706361116,105.795172283,2927859.26278,52.8290357465
2004-09-09 03:42:00,101.348895856,106.009763876,99.9781233494,104.583453495,4104289.77563,51.8083964966
2004-09-09 03:43:00,104.008456737,102.871707885,102.665360211,101.76690703,4659786.23562,51.4095120117
2004-09-09 03:44:00,103.038285522,103.515693435,102.620998554,102.548390842,6637554.50711,50.6039387963
2004-09-09 03:45:00,104.094638971,103.482639993,101.752831252,104.333272808,4420231.10972,52.0719840179
2004-09-09 03:46:00,103.928621238,101.625672804,102.641347219,103.151269546,5682861.95305,50.5762920924
2004-09-09 03:47:00,102.60800966,102.537973283,100.188361648,103.87621645,6608091.72233,51.1112896578
2004-09-09 03:48:00,105.425260478,104.903937442,99.637548002,100.875502841,5021407.41806,49.5411416662
2004-09-09 03:49:00,100.527628576,103.971967273,100.38382056,102.885932231,5922427.46966,51.7905454804
2004-09-09 03:50:00,103.669659091,101.619829522,102.031636833,103.588732632,2181805.74364,50.2247650007
2004-09-09 03:51:00,103.834117024,104.65690191,100.418505121,102.769979621,3733441.10969,51.0089106634
2004-09-09 03:52:00,101.113708689,99.3162123344,100.838587651,102.469671045,7291156.88913,50.7026720749
2004-09-09 03:53:00,102.491791077,104.77746044,102.210513595,101.754550739,3733105.20508,52.933192015
2004-09-09 03:54:00,104.183182764,103.5366049,101.508443347,103.595758977,3747987.66101,52.1885256873
2004-09-09 03:55:00,101.721666221,103.652990393,98.9827550853,103.379133867,4128804.7555,50.5449256533
2004-09-09 03:56:00,102.932415861,105.851195038,101.697559533,104.227547104,3386813.42295,50.9325876448
2004-09-09 03:57:00,105.270667634,103.897325752,104.236813073,105.465620021,3303017.78539,50.0278697762
2004-09-09 03:58:00,104.124048311,103.146893148,99.1488349149,99.2995716274,8593661.26212,51.2904795914
2004-09-09 03:59:00,102.585603645,104.866270103,101.125011319,106.36097854,5302793.25494,50.8967380536
2004-09-09 04:00:00,99.0977092421,103.466695558,101.447835817,102.744165667,4573315.12014,51.1963431367
2004-09-09 04:01:00,104.641372565,103.124049176,102.345065532,102.404709644,4352399.07825,51.4834083461
2004-09-09 04:02:00,102.327444748,103.070223242,102.850917393,99.7203281058,2973597.81488,51.4029225771
2004-09-09 04:03:00,105.364742342,104.066986887,101.82955177,97.9781944569,2581602.355,49.545390752
2004-09-09 04:04:00,105.100043349,105.761665162,102.657404431,102.428999403,2161517.29206,50.2057992618
2004-09-09 04:05:00,101.447291979,105.421312129,102.093685701,103.80449213,0.01,51.8889986358
2004-09-09 04:06:00,99.0659069456,103.276441729,97.399016486,102.711445155,3595270.91086,51.2590343153
2004-09-09 04:07:00,101.327422666,101.271547059,102.901234025,100.372184218,4761465.72584,52.2504756974
2004-09-09 04:08:00,100.624385266,102.639999627,97.6624705598,102.308956517,3239999.84674,53.0235209223
2004-09-09 04:09:00,103.005013473,104.231080552,102.385328812,103.97281135,6758434.27688,51.0737728026
2004-09-09 04:10:00,104.579304077,102.408913876,98.2519237958,107.17903025,4550740.21161,52.3400283185
2004-09-09 04:11:00,99.6945770495,103.20158953,103.568952179,101.441385511,4664577.7769,49.9268345461
2004-09-09 04:12:00,101.890464668,102.717158344,103.202005055,99.9753570571,5813921.70237,51.1042712621
2004-09-09 04:13:00,104.389781488,103.114069017,102.268805855,102.767932467,5062636.82434,51.1919185789
2004-09-09 04:14:00,101.180630099,102.823154813,101.937493318,104.403102262,4151804.75612,52.7806827105
2004-09-09 04:15:00,105.428409004,102.46699529,101.327074001,103.128986228,3134899.98571,51.7629411813
2004-09-09 04:16:00,98.6055555017,104.082968237,101.577964685,101.517759531,4615343.00079,49.5352707292
2004-09-09 04:17:00,107.104344416,103.026579109,100.388227688,104.000057534,4956327.79388,52.606142485
2004-09-09 04:18:00,101.134027159,101.246341513,100.991976798,104.739139144,2769574.91258,52.6271791949
2004-09-09 04:19:00,100.018253991,106.122932093,100.966957357,104.107799799,4421498.40298,49.7560974324
2004-09-09 04:20:00,102.497506417,102.323468946,98.6634078242,103.55693904,3852287.26911,51.3393607731
2004-09-09 04:21:00,102.912353181,102.873619328,102.871703197,100.616139205,7024664.88025,50.2775167824
2004-09-09 04:22:00,100.81453297,103.447224665,100.042514938,104.778172126,2235243.01942,51.6722996508
2004-09-09 04:23:00,99.4895963423,103.672040584,99.2630058042,98.9623478787,6182162.89373,51.0217687888
2004-09-09 04:24:00,101.050669974,100.657305357,100.73005791,99.7668785363,4560048.2017,50.5924360429
2004-09-09 04:25:00,102.254412469,103.770823136,99.1048915532,101.020377701,8678433.49024,50.9834366511
2004-09-09 04:26:00,102.260765512,103.753021136,100.540159981,100.636107603,6535157.12912,52.5031103823
2004-09-09 04:27:00,103.880529345,101.623663949,100.936404986,104.790597888,5077082.9382,50.3188468072
2004-09-09 04:28:00,101.586848027,99.5045328033,99.9809241665,102.600199083,4893835.31051,51.8288559851
2004-09-09 04:29:00,101.241842335,105.248584452,102.393256674,103.103243962,5550728.96627,50.2342141631
2004-09-09 04:30:00,105.407158864,103.54748305,101.295803334,105.042343286,6591955.80884,50.4966102867
